simbolo,descripcion,moneda,mercado,pais,paneles,visto_desde
CLI1O,Clisa Compania Latin (Regs) Var Vto.10/12/34,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CLS,Cedear Celestica Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CLSD,Cedear Celestica Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CLSIC,On Clisa Regs 25/07/2027,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CLSID,On Clisa Regs 25/07/2027,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CLSIO,On Clisa Regs 25/07/2027,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CNXPOPA,Adcap Pesos Plus,peso_Argentino,bcba,argentina,FCI/Todos,2026-08-29
CO26,Bono Prov. De Cordoba Usd V2026,AR$,BCBA,argentina,Bonos/Provinciales en dólares | Bonos/Todos,2026-08-29
CO26D,Bono Prov. De Cordoba Usd V2026,US$,BCBA,argentina,Bonos/Todos,2026-08-29
CO2D7,TD PROV. CORDOBA CL.5 05/12/27 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
CO32,TÍT. D. PCIA. DE CÓRDOBA VTO. 02/07/32,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
CO32C,TÍT. D. PCIA. DE CÓRDOBA VTO. 02/07/32,US$,BCBA,argentina,Bonos/Todos,2026-08-29
CO32D,Tít. D. Pcia. De Córdoba Vto. 02/07/32,US$,BCBA,argentina,Bonos/Todos,2026-08-29
CO35,T. D. Pcia. De Córdoba Vto. 03/02/35,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
CO35C,T. D. Pcia. De Córdoba Vto. 03/02/35,US$,BCBA,argentina,Bonos/Todos,2026-08-29
CO35D,T. D. Pcia. De Córdoba Vto. 03/02/35,US$,BCBA,argentina,Bonos/Todos,2026-08-29
CO3D7,TD PROV. CORDOBA CL.6 05/12/27 $,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
COC4D,On BANCOR Cl.4 10/08/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
COD7,TD PCIA CORDOBA CL.4 V05/12/27 $ CG,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
COIN,Cedear Coinbase Global Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
COINC,Cedear Coinbase Global Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
COIND,Cedear Coinbase Global Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
COME,Sociedad Comercial del Plata,AR$,BCBA,argentina,Acciones/Merval | Acciones/Merval 25 | Acciones/Merval Argentina | Acciones/Burcap,2026-08-29
COMED,Sociedad Comercial Del Plata,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
CONIOLA,Adcap Acciones,peso_Argentino,bcba,argentina,FCI/Todos,2026-08-29
CONRETO,Adcap Moneda,peso_Argentino,bcba,argentina,FCI/Todos,2026-08-29
COP,CEDEAR CONOCOPHILLIPS,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
COPX,CEDEAR GLOBAL X COPPER MINERS ETF,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
COPXC,Cedear Global X Copper Miners Etf,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
COPXD,Cedear Global X Copper Miners Etf,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
COST,Cedear Costco Wholsale Corp.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
COSTC,Cedear Costco Wholsale Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
COSTD,Cedear Costco Wholsale Corp.Es,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CP28C,On Cia. G. Comb. 28 U$S V07/09/26 Cg Ef,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP28D,On Cia. G. Comb. 28 U$S V07/09/26 Cg Ef,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP28O,On Cia. G. Comb. 28 U$S V07/09/26 Cg Ef,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP32C,On Cia Gen.Comb. Cl.32 V09/12/25 Us$,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP36D,On Cia Gen.Comb. Cl.36 V10/10/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP36O,On Cia Gen.Comb. Cl.36 V10/10/27 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP37D,On Cia Gen.Comb. Cl.37 V10/03/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP37O,On Cia Gen.Comb. Cl.37 V10/03/27 Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP38C,"On Compania General De 11,875 % Vto. 28/11/30",US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP38D,"On Compania General De 11,875 % Vto. 28/11/30",US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP38O,"On Compania General De 11,875 % Vto. 28/11/30",AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP39C,On Cia. Gral. De Combustibles Cl.39 29/03/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP39D,On Cia. Gral. De Combustibles Cl.39 29/03/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP39O,On Cia. Gral. De Combustibles Cl.39 29/03/27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP40C,On Cia. Gral. De Comb. Cl.40 09/03/28,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP40D,On Cia. Gral. De Comb. Cl.40 09/03/28,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CP40O,On Cia. Gral. De Comb. Cl.40 09/03/28,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CRCJD,On Celulosa Arg Cl 18 V16/05/28 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CRCJO,On Celulosa Arg Cl 18 V16/05/28 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CRES,Cresud,AR$,BCBA,argentina,Acciones/Merval | Acciones/Merval 25 | Acciones/Merval Argentina | Acciones/Burcap,2026-08-29
CRESD,Cresud,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
CRM,Cedear Salesforce Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CRMC,Cedear Salesforce Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CRMD,Cedear Salesforce Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CRTAFAA,Adcap Renta Fija,peso_Argentino,bcba,argentina,FCI/Todos,2026-08-29
CRWD,CEDEAR CROWDSTRIKE HOLDINGS INC.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CRWV,CEDEAR COREWEAVE INC.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CRWVD,Cedear Coreweave Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CS40O,On Cresud Cl. 40 Vto21/12/26 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS46D,On Cresud S30 Cl46 V18/07/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS46O,On Cresud S30 Cl46 V18/07/27,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS47D,On Cres Cl 47 Vt 15/11/2028,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS47O,On Cres Cl 47  Vt 15/11/2028,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS48C,On Cresud S32 Cl48 V11/07/28 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS48D,On Cresud S32 Cl48 V11/07/28 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS48O,On Cresud S32 Cl48 V11/07/28 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS49C,On Cresud S33 Cl49 V02/09/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS49D,On Cresud S33 Cl49 V02/09/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS49O,On Cresud S33 Cl49 V02/09/27 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS50C,On Cresud S.34 Cl.L 10/03/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS50D,On Cresud S.34 Cl.L 10/03/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS50O,On Cresud S.34 Cl.L 10/03/29 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS51C,On Cresud S.35 Cl.51 20/01/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS51D,On Cresud S.35 Cl.51 20/01/27 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS51O,On Cresud S.35 Cl.51 20/01/27 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS52C,On Cresud S.36 Cl.52 30/04/28 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS52D,On Cresud S.36 Cl.52 30/04/28 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS52O,On Cresud S.36 Cl.52 30/04/28 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS53C,On Cresud S.36 Cl.53 30/04/30 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS53D,On Cresud S.36 Cl.53 30/04/30 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CS53O,On Cresud S.36 Cl.53 30/04/30 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CSCO,Cedear Cisco Systems Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CSCOC,Cedear Cisco Systems Inc.Escri,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CSCOD,Cedear Cisco Systems Inc.Escri,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CSNA3,Cedear Companhia Siderurgica Nacional,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CTIO,Consultatio,AR$,BCBA,argentina,Acciones/Panel General | Acciones/Burcap,2026-08-29
CUAP,"Bonos Cuasi Par $ 3,31% 2045 (Ley Arg)",AR$,BCBA,argentina,Bonos/Soberanos en pesos más Cer | Bonos/Todos,2026-08-29
CVH,Cablevisión Holding S.A.,AR$,BCBA,argentina,Acciones/Panel General | Acciones/Merval 25,2026-08-29
CVS,Cedear Cvs Health Corp.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CVSD,Cedear Cvs Health Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CVX,Cedear Chevron Corp.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CVXC,Cedear Chevron Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CVXD,Cedear Chevron Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CWC6D,On Crown Point Cl.6 V30/10/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CWC6O,On Crown Point Cl.6 V30/10/27,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CX,Cedear Cemex S.A.B. De C.V.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CXC,Cedear Cemex S.A.B. De C.V.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
CXCXO,On Credito Directo Cl.31 19/06/27 $,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
CXD,Cedear Cemex S.A.B. De C.V.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
D10Y7,Letra Tesoro Nacional Vinc. Usd Cero Cupon 10/05/27 Usd,AR$,BCBA,argentina,Letras/Todas,2026-08-29
D15E7,Letra Tesoro Nacional Vinc. Usd Cero Cupon 15/01/27 Usd,AR$,BCBA,argentina,Letras/Todas,2026-08-29
D30O6,LETRA TESORO NACIONAL VINC. USD CERO CUPON 30/10/26 USD,AR$,BCBA,argentina,Letras/Todas,2026-08-29
D30S6,L.T Na Vinc Usd Cero Cupon 30/09/26 Usd,AR$,BCBA,argentina,Letras/Todas,2026-08-29
D31G6,Letra Tesoro Nacional Vinc. Usd Cero Cupon 31/08/26 Usd,AR$,BCBA,argentina,Letras/Todas,2026-08-29
D31M7,Letra Tesoro Nacional Vinc. Usd Cero Cupon 31/03/27 Usd,AR$,BCBA,argentina,Letras/Todas,2026-08-29
DAL,Cedear Delta Air Lines Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DALD,Cedear Delta Air Lines Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DD,Cedear E.I.Du Pont The Nemours,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DDD,Cedear E.I.Du Pont The Nemours,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DE,Cedear Deere & Company,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DEC,Cedear Deere & Company,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DEC2D,On Edesa Cl. 2  Vto. 24/02/27 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DEC2O,On Edesa Cl. 2  Vto. 24/02/27 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DEC3O,On Empresa Distribuidora De Electricidad De Salta Cl.3 03/07/27,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DEC4D,On Empresa Distribuidora De Electricidad De Salta,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DEC4O,On Empresa Distribuidora De Electricidad De Salta Cl.4 03/07/28 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DECK,Cedear Deckers Outdoor Corporation,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DECKD,Cedear Deckers Outdoor Corpora,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DED,Cedear Deere & Company,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DEO,Cedear Diageo Plc Adr,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DEOC,Cedear Diageo Plc Adr,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DEOD,Cedear Diageo Plc Adr,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DGCU2,Distribuidora de Gas Cuyana,AR$,BCBA,argentina,Acciones/Panel General | Acciones/Merval 25 | Acciones/Burcap,2026-08-29
DHR,Cedear Danaher Corp,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DHRC,Cedear Danaher Corp,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DHRD,Cedear Danaher Corp,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DHSOO,ON CREDICUOTAS CONSUMO S.23 18/08/27 USD,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DIA,Cedear Spdr Dow Jones Industrial,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DIAC,Cedear Spdr Dow Jones Industrial,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DIAD,Cedear Spdr Dow Jones Industrial,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DICP,Bono Discount $ 2033 (Ley Arg),AR$,BCBA,argentina,Bonos/Soberanos en pesos más Cer | Bonos/Todos,2026-08-29
DICPC,"BONOS REP ARG C/DESCUENTO $ 5,83% 2033",US$,BCBA,argentina,Bonos/Todos,2026-08-29
DICPD,"BONOS REP ARG C/DESCUENTO $ 5,83% 2033",US$,BCBA,argentina,Bonos/Todos,2026-08-29
DIP0,Bono Discount $ + CER 2033 (Ley Arg),AR$,BCBA,argentina,Bonos/Soberanos en pesos más Cer | Bonos/Todos,2026-08-29
DISN,Cedear The Walt Disney Company,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DISNC,Cedear The Walt Disney Company,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DISND,Cedear The Walt Disney Company,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DN17O,On Edenor S. A. Cl Vii (Ad.) V. 24/10/30,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DN1AC,EDENOR 28/04/33,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DN1AD,EDENOR 28/04/33,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DN1AO,On Empresa Distribuidora Y Comercializadora Norte Sa Edenor Argentina 9.5% Vto.28/04/33,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNC3D,On Edenor Cl.3 Vto 22/11/26,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNC3O,On Edenor Cl.3 V.22/11/26 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNC5D,On Edenor Cl.5 V.05/08/28 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNC5O,ON Edenor Clase 5 Hard Dolar Vt 05/08/28,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNC7C,On Edenor Clase Vii 9.75% Vto. 24/10/2030,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNC7D,On Edenor Clase Vii 9.75% Vto. 24/10/2030,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNC7O,On Edenor Clase Vii 9.75% Vto. 24/10/2030,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNCAC,On Edenor 9.5%  Vto. 28/04/33,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNCAD,On Edenor 9.5%  Vto. 28/04/33,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNCAO,On Edenor 9.5%  Vto. 28/04/33,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNCBC,On Edenor Cl.11 03/07/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNCBD,On Edenor Cl.11 03/07/29 Usd,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DNCBO,On Edenor Cl.11 03/07/29 Usd,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
DOCU,Cedear Docusing Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DOCUC,Cedear Docusing Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DOCUD,Cedear Docusing Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DOME,Suscripción Preferente Domec S.A.,AR$,BCBA,argentina,Acciones/Panel General,2026-08-29
DOW,Cedear Dow Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DOWC,Cedear Dow Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DOWD,Cedear Dow Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
DS6C,L.T Na Vinc Usd Cero Cupon 30/09/26 Usd,US$,BCBA,argentina,Letras/Todas,2026-08-29
DS6D,L.T Na Vinc Usd Cero Cupon 30/09/26 Usd,US$,BCBA,argentina,Letras/Todas,2026-08-29
E,Cedear Eni Spa-Adr,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EAC1O,On E.Renov. Las Lomas Cl.1 V12/10/26 Us$ Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
EAC2O,On E.Renov. Las Lomas Cl.2 V12/10/33 Us$ Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
EAC3D,On Msu Green Energy S.A.U.Vto 20/12/2028,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
EAC3O,On Msu Green Energy S.A.U.Vto 20/12/2028,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
EAC4C,"On Msu Green Energy S A 9,75 % Vto. 16/6/2036",US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
EAC4D,"On Msu Green Energy S A 9,75 % Vto. 16/6/2036",US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
EAC4O,"On Msu Green Energy S A 9,75 % Vto. 16/6/2036",AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
EBAY,Cedear Ebay Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EBAYD,Cedear Ebay Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ECL,CEDEAR ECOLAB INC.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ECLD,Cedear Ecolab Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ECOG,Ecogas Inversiones S.A.,AR$,BCBA,argentina,Acciones/Merval,2026-08-29
ECOGD,Ecogas Inversiones S.A.,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
EDN,Edenor,AR$,BCBA,argentina,Acciones/Merval | Acciones/Merval 25 | Acciones/Merval Argentina | Acciones/Burcap,2026-08-29
EDND,Edenor,US$,BCBA,argentina,Acciones/Merval Argentina,2026-08-29
EEM,Cedear Ishares Msci Emerging Market,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EEMC,Cedear Ishares Msci Emerging Market,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EEMD,Cedear Ishares Msci Emerging Market,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EF25D,"BONO PCIA ENTRE RIOS REGS 8,75% Vto 08/08/2028",US$,BCBA,argentina,Bonos/Todos,2026-08-29
EFA,Cedear Ishares Msci Eafe Etf,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EFAD,Cedear Ishares Msci Eafe Etf,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EFX,Cedear Equifax Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EFXC,Cedear Equifax Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EFXD,Cedear Equifax Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ELPC,Cedear Copel,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EM33C,BONO PROVINCIA DE ENTRE 9.55% 04/03/33,US$,BCBA,argentina,Bonos/Todos,2026-08-29
EM33D,BONO PROVINCIA DE ENTRE 9.55% 04/03/33,US$,BCBA,argentina,Bonos/Todos,2026-08-29
EMBJ,Cedear Embraer,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EMC1C,On Compania Mega Cl.1 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
EMC1D,On Compania Mega Cl.1 U$S Cg,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
EMC1O,On Compania Mega Cl.1 U$S Cg,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
EOC1C,EPEC CL.1 28/02/28,US$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
EOC1O,ON EMPRESA PROVINCIAL DE ENERGIA DE CORDOBA CL.1 28/02/28 USD,AR$,BCBA,argentina,ObligacionesNegociables/Todas,2026-08-29
EQNR,Cedear Equinor Asa,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ERE27,TD PROV DE ENTRE RIOS S.2 V17/01/27 $ CG,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
ERF25,"BONO PCIA ENTRE RIOS REGS 8,75% Vto 08/08/2028",AR$,BCBA,argentina,Bonos/Todos,2026-08-29
ERIC,Cedear L.M. Ericsson Telephone,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ERICD,Cedear Lm.Ericsson Telephone,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ERM33,BONO PROVINCIA DE ENTRE 9.55% 04/03/33,AR$,BCBA,argentina,Bonos/Todos,2026-08-29
ESGU,CEDEAR ISHARES ESG AWARE MSCI USA ETF,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ESGUD,Cedear Ishares Esg Aware Msci Usa Etf,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ETHA,Cedear Ishares Ethereum Tr Etf,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ETHAC,Cedear Ishares Ethereum Tr Etf,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ETHAD,Cedear Ishares Ethereum Tr Etf,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ETSY,Cedear Etsy Inc.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ETSYC,Cedear Etsy Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
ETSYD,Cedear Etsy Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EWJ,Cedear Etf Ishares Msci Japan,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EWJD,Cedear Etf Ishares Msci Japan,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EWY,CEDEAR ISHARES MSCI SOUTH KOREA ETF,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EWYC,Cedear Ishares Msci South Korea Etf,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EWYD,Cedear Ishares Msci South Korea Etf,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EWZ,Cedear Ishares Msci Brazil Cap,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EWZC,Cedear Ishares Msci Brazil Cap,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
EWZD,Cedear Ishares Msci Brazil Cap,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
F,Cedear Ford Motor Company,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
FC,Cedear Ford Motor Comany,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
FCX,Cedear Freeport Mcmoran Inc,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
FCXC,Cedear Freeport Mcmoran Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
FCXD,Cedear Freeport Mcmoran Inc,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
FD,Cedear Ford Motor Comany,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
FDX,Cedear Federal Express Corp.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
FDXC,Cedear Federal Express Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
FDXD,Cedear Federal Express Corp.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
FERR,Ferrum,AR$,BCBA,argentina,Acciones/Panel General,2026-08-29
FIPL,Fiplasto,AR$,BCBA,argentina,Acciones/Panel General,2026-08-29
FISV,CEDEAR FISERV INC.,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
FISVD,Cedear Fiserv Inc.,US$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
FMX,Cedear Fomento Ec.Mexicano Sab,AR$,BCBA,argentina,Acciones/CEDEARs,2026-08-29
